id,budget,homepage,keywords,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,cast,director,day,month,year,inflated_budget,inflated_revenue,profitability,weighted_rating
866,25000000,,london england scotland parents kids relationship becoming an adult fantasy,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,34.160447999999995,2004-10-17,116766556,106.0,Where will your imagination take you?,Finding Neverland,7.2,1223,Johnny Depp Kate Winslet Julie Christie Dustin Hoffman Freddie Highmore,Marc Forster,17,10,2004,35311871,164929825,467.07,7.182
175555,2500000,http://www.amadeachristmasmovie.com,christmas,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5.377155,2013-12-13,5340000,100.0,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,7.0,35,Tyler Perry Anna Maria Horsford Tika Sumpter Eric Lively Chad Michael Murray,Tyler Perry,13,12,2013,2870891,6132224,213.6,6.857
75174,25000000,http://www.thegreythemovie.com/,alcohol isolation wolf wilderness forest,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,2012-01-26,77278331,117.0,Live or Die on This Day,The Grey,6.4,1451,Liam Neeson Dermot Mulroney Frank Grillo Dallas Roberts Joe Anderson,Joe Carnahan,26,1,2012,28996004,89630512,309.11,6.413
11096,25000000,,house imaginary friend suspense loss of wife,Hide and Seek,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",18.228538,2005-01-27,122644820,101.0,"Come out, come out, whatever you are.",Hide and Seek,6.1,440,Robert De Niro Dakota Fanning Famke Janssen Elisabeth Shue Amy Irving,John Polson,27,1,2005,34283370,168187112,490.58,6.173
8699,26000000,,journalism sexism ladder panda tv show in film,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",29.342744,2004-07-09,90574188,94.0,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493,Will Ferrell Christina Applegate Paul Rudd David Koechner Steve Carell,Adam McKay,9,7,2004,36724346,127933764,348.36,6.702
769,25000000,http://www.warnerbros.com/goodfellas,prison based on novel florida 1970s mass murder,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",63.65424399999999,1990-09-12,46836394,145.0,Three Decades of Life in the Mafia.,GoodFellas,8.2,3128,Robert De Niro Ray Liotta Joe Pesci Lorraine Bracco Paul Sorvino,Martin Scorsese,12,9,1990,51363278,96226829,187.35,8.176
10923,28000000,,spy cia killer robot delinquent teen spy,Agent Cody Banks,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",11.859396,2003-03-14,58795814,102.0,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284,Frankie Muniz Hilary Duff Angie Harmon Keith David Cynthia Stevenson,Harald Zwart,14,3,2003,40735775,85539037,209.99,5.282
11283,25000000,,loss of mother nanny education wizardry children,Nanny McPhee,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",24.356483,2005-10-21,122489822,97.0,You'll Learn To Love Her. Warts And All.,Nanny McPhee,6.4,711,Emma Thompson Colin Firth Kelly Macdonald Thomas Brodie-Sangster Eliza Bennett,Kirk Jones,21,10,2005,34283370,167974558,489.96,6.426
111,25000000,,miami corruption capitalism cuba prohibition,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",70.105981,1983-12-08,65884703,170.0,The world is yours...,Scarface,8.0,2948,Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma,8,12,1983,67571702,178077661,263.54,7.978
11676,25000000,,rap music infidelity security camera loss crook,Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",8.618208000000001,1997-07-18,64594061,97.0,"When the odds are against you, sometimes the only bet is yourself.",Nothing to Lose,6.3,174,Tim Robbins Martin Lawrence John C. McGinley Kelly Preston Irma P. Hall,Steve Oedekerk,18,7,1997,41766982,107915960,258.38,6.41
746,23000000,,buddhism japan suicide china suicide attempt,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",21.189028,1987-10-21,43984230,163.0,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",The Last Emperor,7.4,355,John Lone Peter O'Toole Joan Chen Dennis Dun Ryuichi Sakamoto,Bernardo Bertolucci,21,10,1987,54181683,103614767,191.24,7.316
77866,25000000,http://www.contrabandmovie.net,head wound criminal security guard contraband,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",31.364901,2012-01-12,63100000,109.0,What would you hide to protect your family?,Contraband,6.1,770,Mark Wahlberg Kate Beckinsale Ben Foster Giovanni Ribisi J.K. Simmons,Baltasar Kormákur,12,1,2012,28996004,73185915,252.4,6.144
9416,25000000,,prison diamant liberation of prisoners transport of prisoners interview,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",7.615653,1997-08-22,41076865,97.0,This ain't no buddy movie.,Money Talks,5.9,87,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,Brett Ratner,22,8,1997,41766982,68626267,164.31,6.231
7345,25000000,,brother brother relationship deaf-mute american dream fanatic pipeline,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",37.817905,2007-12-28,77208711,158.0,There Will Be Greed. There Will Be Vengeance.,There Will Be Blood,7.9,1537,Daniel Day-Lewis Paul Dano Dillon Freasier Ciarán Hinds Kevin J. O'Connor,Paul Thomas Anderson,28,12,2007,32315364,99801106,308.83,7.861
14317,35000000,,sister sister relationship safari wildlife baboon chimpanzee,The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",5.784661,2002-12-20,60694737,85.0,You don't need extraordinary powers to do extraordinary things.,The Wild Thornberrys Movie,5.8,44,Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn Redgrave,Cathy Malkasian,20,12,2002,51938113,90067718,173.41,6.331
20694,25000000,,kids and family,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",8.255708,2003-06-13,55443032,84.0,The Family Vacation Goes Overboard,Rugrats Go Wild,5.6,61,E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim Curry,Norton Virgien,13,6,2003,36371227,80661246,221.77,6.147
12277,25000000,,usa president double life policy and organisations undercover intelligence,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",6.086083,2002-05-31,41604473,86.0,He's All Action,Undercover Brother,5.5,112,Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBride,Malcolm D. Lee,31,5,2002,37098652,61738795,166.42,5.911
9779,25000000,,holiday female friendship jeans coming of age teenage girl,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",17.17372,2005-06-01,39053061,119.0,Laugh. Cry. Share the pants.,The Sisterhood of the Traveling Pants,6.3,386,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna Boyd,Ken Kwapis,1,6,2005,34283370,53554822,156.21,6.357
2140,25000000,,paris prostitute drug,Kiss of the Dragon,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",16.936576000000002,2001-07-06,64437847,98.0,Kiss Fear Goodbye,Kiss of the Dragon,6.4,298,Jet Li Bridget Fonda Tchéky Karyo Max Ryan Ric Young,Chris Nahon,6,7,2001,37840625,97534737,257.75,6.456
12620,25000000,http://www.thehousebunny.com/,virgin nudity college costume yoga,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25.838073,2008-08-22,70442940,97.0,"For the girls of ZETA house college life was no party, until Shelley showed up.",The House Bunny,5.6,529,Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer Willis,Fred Wolf,22,8,2008,31072466,87553434,281.77,5.708
14177,25000000,,,Beauty Shop,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",5.625632,2005-06-02,36351350,105.0,A Cut Above,Beauty Shop,5.4,115,Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena Suvari,Bille Woodruff,2,6,2005,34283370,49849872,145.41,5.836
198185,25000000,http://movies.disney.com/million-dollar-arm,baseball sport duringcreditsstinger,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",17.312433,2014-05-09,38307627,124.0,"Sometimes to win, sometimes you have to change the game",Million Dollar Arm,6.6,259,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,Craig Gillespie,9,5,2014,28145995,43128251,153.23,6.628
227156,25000000,http://thegiverfilm.com/,dystopia black and white based on young adult novel,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,2014-08-11,66980456,94.0,Search for truth. Find freedom.,The Giver,6.4,1798,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsgård,Phillip Noyce,11,8,2014,28145995,75409263,267.92,6.411
10735,25000000,,london england england daughter politician teenage girl,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",7.057765,2003-03-27,37216643,105.0,Trying to fit in. Born to stand out.,What a Girl Wants,5.8,368,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,Dennie Gordon,27,3,2003,36371227,54144600,148.87,5.923
11351,17000000,,father son relationship scarecrow peasant farm immortality,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",19.045146,2003-08-08,63102666,104.0,He can taste your fear.,Jeepers Creepers 2,5.5,299,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,Victor Salva,8,8,2003,24732434,91804857,371.19,5.693
10030,25000000,http://www.goodluckchuckthemovie.com/,sex aquarium nudity one-night stand bride,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",21.729434,2007-09-21,59192128,101.0,He has to break his curse before she breaks his heart.,Good Luck Chuck,5.5,444,Dane Cook Jessica Alba Dan Fogler Ellia English Lonny Ross,Mark Helfrich,21,9,2007,32315364,76512608,236.77,5.637
10623,25000000,,robbery diamant intelligence bank robber thief,Cradle 2 the Grave,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",12.837116,2003-02-28,56489558,101.0,Mortal enemies make dangerous friends.,Cradle 2 the Grave,5.8,236,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,Andrzej Bartkowiak,28,2,2003,36371227,82183783,225.96,5.98
590,25000000,,london england suicide gay poetry aids,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",20.953265,2002-12-27,41597830,114.0,The time to hide is over. The time to regret is gone. The time to live is now.,The Hours,7.0,451,Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda Richardson,Stephen Daldry,27,12,2002,37098652,61728937,166.39,6.975
9655,20000000,,roommate twin sister sport boarding school twin brother,She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",10.81439,2006-03-17,33889159,105.0,"If you wanna chase your dream, sometimes you gotta break the rules.",She's the Man,6.4,671,Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David Cross,Andy Fickman,17,3,2006,26627860,45119790,169.45,6.427
1268,25000000,,holiday france film director chaos clumsy fellow,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,2007-03-22,229736344,90.0,Disaster has a passport.,Mr. Bean's Holiday,6.1,663,Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel Roden,Steve Bendelack,22,3,2007,32315364,296960551,918.95,6.15
11237,20000000,,snake expedition traitor research orchid,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",9.855474,2004-08-26,70992898,97.0,,Anacondas: The Hunt for the Blood Orchid,4.9,199,Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene Byrd,Dwight H. Little,26,8,2004,28249497,100275684,354.96,5.298
190955,25500000,,,Blood Ties,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",12.756344,2013-08-22,2415472,128.0,Crime runs in the family.,Blood Ties,6.0,171,Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe Saldana,Guillaume Canet,22,8,2013,29283093,2773823,9.47,6.183
5123,25000000,http://augustrushmovie.warnerbros.com/,date loss of son love at first sight child labour guitar,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",29.533437,2007-11-21,66122026,114.0,An incredible journey moving at the speed of sound,August Rush,7.1,797,Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin Williams,Kirsten Sheridan,21,11,2007,32315364,85470295,264.49,7.079
4518,30000000,,duke historical figure treason catholic protestant,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",14.179538,1998-09-13,82150642,124.0,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,Elizabeth,7.1,334,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard Attenborough,Shekhar Kapur,13,9,1998,49137626,134556251,273.84,7.053
11932,25000000,,route 66 puppet evil doll killer doll killer toys,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",14.340095000000002,1998-10-16,50671850,89.0,Chucky Gets Lucky.,Bride of Chucky,5.5,350,Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick Stabile,Ronny Yu,16,10,1998,40948021,82996481,202.69,5.669
11165,25485000,,japan world war ii pearl harbor soldier imperial japan,Tora! Tora! Tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",9.795985,1970-01-26,29548291,144.0,The incredible attack on Pearl Harbor.,Tora! Tora! Tora!,6.9,147,Martin Balsam Sô Yamamura Joseph Cotten Tatsuya Mihashi E.G. Marshall,Richard Fleischer,26,1,1970,174616786,202457430,115.94,6.864
6116,25000000,,pop pop culture pop star,Spice World,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",6.889436999999999,1997-12-19,100000000,93.0,You say you want a revolution?,Spice World,4.7,123,Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri Halliwell,Bob Spiers,19,12,1997,41766982,167067929,400.0,5.33
57431,25000000,,babysitter duringcreditsstinger,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",19.428994,2011-12-09,34942188,81.0,Worst. Babysitter. Ever.,The Sitter,5.4,325,Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. Smoove,David Gordon Green,9,12,2011,29575924,41337900,139.77,5.594
21724,25000000,,rap music hip-hop,Dance Flick,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",7.326034,2009-05-22,32224624,83.0,,Dance Flick,4.7,71,Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan Grier,Damien Dante Wayans,22,5,2009,31072466,40051941,128.9,5.592
278,25000000,,prison corruption police brutality prison cell delinquent,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",136.747729,1994-09-23,28341469,142.0,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8205,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,Frank Darabont,23,9,1994,45196803,51237752,113.37,8.489
9290,21150000,,crocodile traffic jam los angeles stolen painting,Crocodile Dundee in Los Angeles,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",6.081772,2001-04-12,39438674,92.0,He heard there was wildlife in L.A. He didn't know how wild.,Crocodile Dundee in Los Angeles,4.7,146,Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec Wilson,Simon Wincer,12,4,2001,32013169,59695363,186.47,5.257
11543,27000000,,sport handicap sexual favor star spangled banner bowling team,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",17.329269,1996-07-04,25023434,113.0,You wouldn't want to meet these pinheads in an alley.,Kingpin,6.7,244,Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris Elliott,Bobby Farrelly,4,7,1996,46010507,42642255,92.68,6.712
284536,25000000,http://www.thegamblermovie.com/,gambling gun professor beating gambler,The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",22.622453,2014-12-25,39171130,111.0,The only way out is all in,The Gambler,5.7,543,Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica Lange,Rupert Wyatt,25,12,2014,28145995,44100417,156.68,5.796
152737,25000000,,suicide drug addiction funeral dysfunctional family based on play,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",20.561682,2013-12-26,74188937,121.0,Misery loves family,August: Osage County,6.9,483,Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo Martindale,John Wells,26,12,2013,28708915,85195356,296.76,6.886
13374,25000000,,sport figure skating teenage girl teen movie teenager,Ice Princess,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",13.288177,2005-03-17,27645491,98.0,,Ice Princess,5.9,185,Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim Cattrall,Tim Fywell,17,3,2005,34283370,37911224,110.58,6.095
8976,30000000,,new york shyness career flight romantic comedy,A Lot Like Love,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",19.212552,2005-04-22,42886719,107.0,There's nothing better than a great romance... to ruin a perfectly good friendship.,A Lot Like Love,6.5,318,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter,Nigel Cole,22,4,2005,41140044,58812051,142.96,6.538
319888,23000000,http://www.foxmovies.com/movies/eddie-the-eagle,underdog olympic games ski jump biography sport,Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",29.365851,2016-02-26,46152800,106.0,"Win or lose, always aim high",Eddie the Eagle,7.2,661,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sjøgård Pettersen,Dexter Fletcher,26,2,2016,25637936,51446197,200.66,7.167
9469,25000000,,prison father son relationship homicide begnadigung release from prison,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,10.232599,1998-05-01,21567853,136.0,"The father, the son and the holy game.",He Got Game,6.7,134,Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill Harper,Spike Lee,1,5,1998,40948021,35326436,86.27,6.719
1909,25000000,,sex addiction love mental institution patient psychiatrist,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",8.870614,1994-10-01,22200000,97.0,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,183,Johnny Depp Marlon Brando Faye Dunaway Géraldine Pailhas Bob Dishy,Jeremy Leven,1,10,1994,45196803,40134761,88.8,6.329
22971,25000000,,based on novel army love u.s. soldier,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,19.402816,2010-02-04,114977104,115.0,Love brought them together. Will fate tear them apart?,Dear John,6.6,1262,Amanda Seyfried Channing Tatum Henry Thomas Richard Jenkins Scott Porter,Lasse Hallström,4,2,2010,30463202,140102830,459.91,6.607
